"id","module","logType","enableAssert","blockOnErrorAssert","abortCompilation","messageTemplate","paramCount","fixHint"
"10393","FileMeta","Error","true","false","false","没有找到全局变量的映射关系!","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10394","FileMeta","Error","true","false","false","Error StoreNotStaticField Path:","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10395","FileMeta","Error","true","false","false","没有找到全局变量的映射关系!","0","检查变量是否已定义、作用域与赋值表达式类型。"
"10396","FileMeta","Error","true","false","false","执行的参数超出范围!! < 0 ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10397","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10398","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10399","FileMeta","Error","true","false","false","Null 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10400","FileMeta","Error","true","false","false","Byte 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10401","FileMeta","Error","true","false","false","Sbyte 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10402","FileMeta","Error","true","false","false","Int16 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10403","FileMeta","Error","true","false","false","UInt16 该类型不是Int16类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10404","FileMeta","Error","true","false","false","Int32 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10405","FileMeta","Error","true","false","false","UInt32 该类型不是UInt32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10406","FileMeta","Error","true","false","false","Int64 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10407","FileMeta","Error","true","false","false","UInt64 该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10408","FileMeta","Error","true","false","false","Float 该类型不是float类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10409","FileMeta","Error","true","false","false","Double 该类型不是Double类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10410","FileMeta","Error","true","false","false","String 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10411","FileMeta","Error","true","false","false","Class Int8Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10412","FileMeta","Error","true","false","false","Class SInt8Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10413","FileMeta","Error","true","false","false","Class Int16Object 该类型不是Int16类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10414","FileMeta","Error","true","false","false","Class UInt32Object 该类型不是UInt32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10415","FileMeta","Error","true","false","false","Class Int32Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10416","FileMeta","Error","true","false","false","Class UInt32Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10417","FileMeta","Error","true","false","false","该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10418","FileMeta","Error","true","false","false","该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10419","FileMeta","Error","true","false","false","该类型不是stringObj类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10420","FileMeta","Error","true","false","false","该类型不是classObj类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10421","FileMeta","Error","true","false","false","Argu_","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10422","FileMeta","Error","true","false","false","Variable_","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10423","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10424","FileMeta","Error","true","false","false","执行的栈超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10425","FileMeta","Error","true","false","false","执行的栈超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10426","FileMeta","Error","true","false","false","执行的栈超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10427","FileMeta","Error","true","false","false","Error StoreNotStaticField Path:","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10428","FileMeta","Error","true","false","false","不是数组类型!!","0","检查数组维度、下标范围和初始化格式。"
"10429","FileMeta","Error","true","false","false","不是数组类型!!","0","检查数组维度、下标范围和初始化格式。"
"10430","FileMeta","Error","true","false","false","不是数组类型!!","0","检查数组维度、下标范围和初始化格式。"
"10431","FileMeta","Error","true","false","false","不是数组类型!!","0","检查数组维度、下标范围和初始化格式。"
"10432","FileMeta","Error","true","false","false","StackIndex 是负数!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10433","FileMeta","Error","true","false","false","IRC是调用虚函数为空!!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10434","FileMeta","Error","true","false","false","调用栈上动态函数","0","检查函数签名、参数数量与静态/实例调用方式。"
"10435","FileMeta","Error","true","false","false","StackIndex 是负数!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10436","FileMeta","Error","true","false","false","IRC是调用虚函数为空!!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10437","FileMeta","Error","true","false","false","IRC是调用虚函数为空!!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10438","FileMeta","Error","true","false","false","创建数组长度不是Int32类型!!","0","检查数组维度、下标范围和初始化格式。"
"10439","FileMeta","Error","true","false","false","Error 加法运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10440","FileMeta","Error","true","false","false","Error 减法运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10441","FileMeta","Error","true","false","false","Error 乘法运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10442","FileMeta","Error","true","false","false","Error 除法运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10443","FileMeta","Error","true","false","false","Error 余法运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10444","FileMeta","Error","true","false","false","Error 合并运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10445","FileMeta","Error","true","false","false","Error 包括运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10446","FileMeta","Error","true","false","false","Error 或运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10447","FileMeta","Error","true","false","false","Error 右移运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10448","FileMeta","Error","true","false","false","Error 左移运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10449","FileMeta","Error","true","false","false","Error Not运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10450","FileMeta","Error","true","false","false","Error Neg运算!!超出的栈范围","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10451","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10452","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10453","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10454","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10455","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10456","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10457","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10458","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10459","FileMeta","Error","true","false","false","Error 比较符超出一当前的数据栈!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10460","FileMeta","Error","true","false","false","Error 暂不支持","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10461","FileMeta","Error","true","false","false","SetStringValue","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10462","FileMeta","Error","true","false","false","IRC是调用虚函数为空!!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10463","FileMeta","Error","true","false","false"," VM Compare SVAlue 比较的低码还没有完善!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10464","FileMeta","Error","true","false","false"," VM Compare SVAlue string 比较的低码还没有完善!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10465","FileMeta","Error","true","false","false"," VM Compare SVAlue boolean 比较的低码还没有完善!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10466","FileMeta","Error","true","false","false","IRC是调用虚函数为空!!","0","检查函数签名、参数数量与静态/实例调用方式。"
"10467","FileMeta","Error","true","false","false"," VM Compare SVAlue 比较的低码还没有完善!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10468","FileMeta","Error","true","false","false","else VM Compare SVAlue 比较的低码还没有完善!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10469","FileMeta","Error","true","false","false"," end VM Compare SVAlue 比较的低码还没有完善!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10470","FileMeta","Error","true","false","false","不支持该类型的数组创建!!","0","检查数组维度、下标范围和初始化格式。"
"10471","FileMeta","Error","true","false","false","执行的参数超出范围!! < 0 ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10472","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10473","FileMeta","Error","true","false","false","不支持该类型的数组读取!!","0","检查数组维度、下标范围和初始化格式。"
"10474","FileMeta","Error","true","false","false","执行的参数超出范围!! < 0 ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10475","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10476","FileMeta","Error","true","false","false","Class Int8Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10477","FileMeta","Error","true","false","false","Class SInt8Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10478","FileMeta","Error","true","false","false","Class Int16Object 该类型不是Int16类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10479","FileMeta","Error","true","false","false","Class UInt32Object 该类型不是UInt32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10480","FileMeta","Error","true","false","false","Class Int32Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10481","FileMeta","Error","true","false","false","Class UInt32Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10482","FileMeta","Error","true","false","false","该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10483","FileMeta","Error","true","false","false","该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10484","FileMeta","Error","true","false","false","该类型不是stringObj类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10485","FileMeta","Error","true","false","false","该类型不是classObj类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10486","FileMeta","Error","true","false","false","不支持该类型的数组存储!!","0","检查数组维度、下标范围和初始化格式。"
"10487","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10488","FileMeta","Error","true","false","false","执行的参数超出范围!! < 0 ","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10489","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10490","FileMeta","Error","true","false","false","执行的参数超出范围!!","0","根据错误位置检查语法与类型约束，必要时参考 DebugCode 输出链路定位。"
"10491","FileMeta","Error","true","false","false","Boolean 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10492","FileMeta","Error","true","false","false","Byte 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10493","FileMeta","Error","true","false","false","Sbyte 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10494","FileMeta","Error","true","false","false","Int16 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10495","FileMeta","Error","true","false","false","UInt16 该类型不是Int16类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10496","FileMeta","Error","true","false","false","Int32 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10497","FileMeta","Error","true","false","false","UInt32 该类型不是UInt32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10498","FileMeta","Error","true","false","false","Int64 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10499","FileMeta","Error","true","false","false","UInt64 该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10500","FileMeta","Error","true","false","false","Float 该类型不是float类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10501","FileMeta","Error","true","false","false","Double 该类型不是Double类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10502","FileMeta","Error","true","false","false","String 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10503","FileMeta","Error","true","false","false","Class Int8Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10504","FileMeta","Error","true","false","false","Class SInt8Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10505","FileMeta","Error","true","false","false","Class Int16Object 该类型不是Int16类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10506","FileMeta","Error","true","false","false","Class UInt32Object 该类型不是UInt32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10507","FileMeta","Error","true","false","false","Class Int32Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10508","FileMeta","Error","true","false","false","Class UInt32Object 该类型不是Int32类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10509","FileMeta","Error","true","false","false","该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10510","FileMeta","Error","true","false","false","该类型不是Int64类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10511","FileMeta","Error","true","false","false","该类型不是stringObj类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
"10512","FileMeta","Error","true","false","false","该类型不是classObj类型!!","0","检查类定义关键字、继承/接口与成员声明顺序。"
